trial,chromosome,n_val,spearman_rho,best_n_estimators,pruned
4,2,62104,0.13728554089517464,334,false
4,3,43116,0.13520262399840033,928,false
4,4,41448,0.15114976708957475,172,false
4,5,41200,0.1387987349667984,353,false
4,6,45488,0.14695506707464803,1805,false
4,7,36816,0.14775356404415063,145,false
4,8,32904,0.1250870767506384,294,false
4,9,29048,0.13513325955136687,99,false
4,X,11156,0.1359490071289487,844,false
4,Y,1000,0.1473333156752669,1069,false
4,10,31808,0.14642237061651428,498,false
4,11,36908,0.1241848365247385,271,false
4,12,39700,0.1418663428164623,143,false
4,13,22392,0.13701303236946186,595,false
4,14,25976,0.12640113309477927,367,false
4,15,27880,0.13366180241068817,400,false
4,16,27972,0.121662290915289,377,false
4,17,35444,0.14429639261611457,1268,false
4,18,18180,0.13508214925512577,97,false
4,19,33552,0.10075143631141188,477,false
4,20,21792,0.12834091024091962,279,false
4,21,11324,0.1253307734470761,157,false
4,22,16664,0.11842488943172065,188,false
5,2,62104,0.15506606149653313,48,false
5,3,43116,0.14674563130202758,38,false
5,4,41448,0.17262048515646944,44,false
5,5,41200,0.15293796016380815,28,false
5,6,45488,0.1581786879515865,223,false
5,7,36816,0.16657699860346936,60,false
5,8,32904,0.14274803951773968,85,false
5,9,29048,0.14842783214384095,36,false
5,X,11156,0.15565512869121279,71,false
5,Y,1000,0.1672095303104401,71,false
5,10,31808,0.1621150518337352,49,false
5,11,36908,0.14250859157745155,97,false
5,12,39700,0.15985170027664167,99,false
5,13,22392,0.15901247710879662,158,false
5,14,25976,0.14446226808484852,88,false
5,15,27880,0.14363808689047727,33,false
5,16,27972,0.13869920291293927,51,false
5,17,35444,0.14677220390739854,81,false
5,18,18180,0.1556000936865406,40,false
5,19,33552,0.11749219941292421,63,false
5,20,21792,0.139796213324827,24,false
5,21,11324,0.1415461479704148,32,false
5,22,16664,0.13294952181374692,81,false
6,2,62104,0.17045952572235545,666,false
6,3,43116,0.16483075028404726,877,false
6,4,41448,0.1848416309080359,487,false
6,5,41200,0.17002802020032867,763,false
6,6,45488,0.17394753752999387,839,false
6,7,36816,0.18961156097815482,711,false
6,8,32904,0.15879265264272058,889,false
6,9,29048,0.17111644139632162,343,false
6,X,11156,0.1650824096171857,885,false
6,Y,1000,0.18227841031871692,742,false
6,10,31808,0.17405118108022202,955,false
6,11,36908,0.1693635854981881,833,false
6,12,39700,0.17780480455696293,822,false
6,13,22392,0.1702141250786869,857,false
